comment,author,date,num_likes
애들 앞에서 뭐하는 짓인지 모르겠네ㅋㅋㅋㅋ그냥 둘 다 똑같음,장원영좀냅둬라새끼들아,2022-12-09T07:36:40Z,0
가족은 서로 이해와 배려 양보인듯 <br>대화를 많이 하셔야해요 <br>남푠이 일하고 들어올때 <br>여보 오늘 일 어떠셔어요 하면서 물어보는거져<br>그리고나서 계속 물어보는거져 <br>그러면 남푠도 일하다가도 마눌이 고마워서라도 집에 일찍오게됨니다 <br>이것이 금방실천이 안되어도 <br>기다려주고 참아주고 이해해주세요 <br>그러다보면 남푠도 마음을 연담니다 <br>휴대폰은 꺼놓고 서로 틱톡을 (입)으로<br>하셔요<br>서로 반말하지말고 &quot;요&quot;자를 붙여서 <br>서로 존칭어로 말을 나누세요 <br>아이들한테 좋은모습이람니다,이름은90일,2022-12-09T07:07:46Z,0
진짜 할말많지만 돈없어서 참는다ㅋㅋㅋㅋ하…고딩부모님..너무 철이 없으세요ㅠㅠ어떻게 첫째보다 철이 없으신가요..준비되지도 않았으면서 뭔 다섯째타령 넷째도 책임지기 버거워보이는데..아이는 제발 신중히!,제은,2022-12-09T06:30:55Z,0
이걸 방송에 내보낸다고?? 진짜 방송국놈들 천박하다,chopi,2022-12-08T13:25:52Z,0
진짜 한심하다,JY Y,2022-12-08T11:10:20Z,0
아직 10살인데ㅠㅠ 철이 너무 빨리들었네ㅠㅠ에고,백설공주,2022-12-08T05:32:40Z,0
"ㅁㅊ 삼촌이랑 동갑 ,,,,",인정눈물,2022-12-08T04:38:18Z,1
저 남편도 지가 안쳐먹으면 놔두면 되지 아이들하고 여자가 먹게 참 컨셉을 이상하게 잡았네.,사랑이💞,2022-12-07T16:20:58Z,1
꼭 보면 집안에 보석같은 자식이 있지.,사랑이💞,2022-12-07T15:55:09Z,5
사람들 육아 13시간 본다고하는데ㅋㅋ 정신 나간거 아님? 니들이 일해라 그리고 집와서 똑같이 저런 반찬 한개도 없는 밥먹고 육아도 시키더만 해봐라 ㅋㅋ,Kim 유,2022-12-07T13:35:01Z,0
내가 볼때 결혼 잘못했다.  에휴.  아내 저 미친짓 못버리면 이혼해야될듯,st hwang,2022-12-07T13:19:08Z,0
남자가 딱히 잘못한게 뭐가 있지?;;;,해피데이,2022-12-07T12:51:00Z,0
일단 닭이 싫은건 이해하는데 그래도 장모님께서 만들어주신건데 그걸 버리면 기분이 나쁘지 않을까요?.... 그냥 나두면 될텐데,김호연,2022-12-07T16:29:24Z,0
부모님들 책많이 읽으셔요.,Victor Son,2022-12-07T07:14:21Z,0
저출산 기여방송 ㅆㅅㅌㅊ,이승민,2022-12-07T07:13:16Z,0
와우 콩가루집 이네요.    Helpless,Tim Cook,2022-12-07T04:48:38Z,0
진석아....... ㅠㅠㅠㅠ 아가,랄랄,2022-12-07T02:18:20Z,1
하 진짜 저런 것들 거세 못시키냐? 진짜 빡치네.. 첫째 애 데려와서 안아주고 싶네.. 하...,Y K,2022-12-06T17:29:57Z,22
이프로는 폐지가 답임 이거보고 청소년출산을 별일 아니라고 애들이 생각할까봐 걱정이다 진짜ㅡㅡ 아직 미숙한애들이 엄마 아빠고 경제력까지 제로인데  애를 낳고ㅡㅡ 보다끈다...속터져서,배찌,2022-12-06T16:20:21Z,0
이래도 낙태 반대할거냐?이거 보고도 낙태반대 외치면 머가리 깨진 증거다,갱주,2022-12-06T13:53:26Z,0
아이들 진짜 진심으로 너무 걱정된다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0 D,2022-12-05T13:27:16Z,8
데본 개 티남 ㅋㅋㅋㅋㅋ ㄹㅇ,메롱 김,2022-12-05T03:59:49Z,0
프로그램의 취지가 뭐임? 재미도 없어,메롱 김,2022-12-05T04:00:03Z,0
아휴 무식해... 하..,써니,2022-12-05T01:59:15Z,0
ㅠㅠ아이를 더 낳는거보다 지금 아이들에게 집중하시는게…부부가 살면서 물론 싸울 순 있지만 기왕이면 아이들 앞에서 말고 싸우시더라도 꼭 화해하는 모습도 보여주시고 말이랑 행동을 가려서 하셔야합니다 그냥 화면만봐도 폭력적이고 넌 니 엄마 닮아서 그러냐니 이런식의 말투는 굉장히 거슬리네요 아이까지 다 품어주기로 결정을 하신거라면 절대적으로 그런 표현을 하시면 안되죠 남편분도..방송을 통해서 어느정도 문제점을 알게됐을거고 앞으로 개선될거라 믿겠습니다 제발…🙏,지수,2022-12-04T13:55:15Z,0
뭔 배짱으로 저래 많이 질러버린거임?,모못시,2022-12-04T11:24:29Z,0
진석이잘생기고 속도 참깊구나,정정숙,2022-12-04T10:34:50Z,5
아오..철없어..,근육통,2022-12-04T10:17:21Z,0
엄마가 철이들어야겠네요 말하는것도 좀 배워야겠고 저아이들이 불쌍하네요 부모잘못만난것겉아요,지노0,2022-12-04T10:00:06Z,0
