comment,author,date,num_likes
"고딩엄빠 시즌1 정주행👉 <a href=""https://youtu.be/ieUs3pvon1Q"">https://youtu.be/ieUs3pvon1Q</a>",고딩엄빠,2022-10-26T05:56:59Z,3
애한테 든든함을 바라지말고 본인이 아이한테 든든한 부모가 되기를 좀 생각했으면 좋겠다,0 D,2022-12-05T13:51:50Z,0
성관계할꺼아니야<br>진석이가들을까겁난다<br>나도트라우마,카라꽃,2022-11-25T14:45:36Z,0
"<a href=""https://www.youtube.com/watch?v=sO6k-T7BlVY&amp;t=2m53s"">2:53</a> 아니 ㅋ ㅋ ㅋ ‘남편이에요?’랑 ‘진석인가?’가 개 웃김 ㅋ ㅋ ㅋ",꺼져다꺼져,2022-11-10T14:26:34Z,0
저렇게 큰 데 어떻게 진석이에옄ㅋㅎㅋㅎ,꺼져다꺼져,2022-11-10T14:26:57Z,0
애는 왜 저렇게낳아.행복하게 못 해주면서 아이로 남자 발목잡는여자구만,정백자,2022-11-08T11:08:49Z,0
막내가 나린이 도플갱어네요.,9타강사,2022-10-25T13:20:19Z,0
지금 바로앞에 있는 애기들이나 신경쓰고 잘해줄것이지..애한테 집중하세요 제발 또 생각없이 낳을생각말고 애기들 그와중에 너무 예쁘고 첫째가 어른스럽네 애기전부 너무어리고 나이차도 많은데..어휴,이불밖은위험해,2022-10-13T20:42:01Z,0
헐......24살..........이라는 게 나만 놀랍나.....,임혜린,2022-10-11T22:28:27Z,3
4남매 하......,SiM_SKYSON,2022-09-19T17:28:37Z,1
하 근데 애들이 다. 너무 예뻐 심지어.. 미치겠다,lullu~,2022-09-17T13:58:46Z,6
애가 너무철들어도. 안 좋다,suny suny,2022-09-17T05:30:56Z,1
에휴,꾸앙꾸앙,2022-09-12T15:00:08Z,1
그냥 진수가 아빠 해요,웅,2022-09-04T09:05:24Z,0
?...???.?????.........?????????.........????????? 돈이 많나,:: AlphaDo ::,2022-08-27T13:29:56Z,0
"방송은 이제 이게 현실이라 방송하는거라고 방송합리화를 하는데 고딩엄빠도 기가 막힐 노릇인데 중딩 엄마라고 강조해서 예고부터 자극하고, 오은영 박사님처럼 솔루션을 좀 주든가. 이제 하다하다 싸움 하는거까지ㅠ보는 내내 불안불안하네요. 이런 방송하려면 좀 나중까지 생각하면서 심리치료 같은 것 좀 해주세요",최경희,2022-08-27T12:23:50Z,6
사람들이 화가 나는 것도 진석이가 사랑스러워서니까.... 그 사랑 모두 받아서 주위의 관심과 사랑과 감시 속에 진석이가 엄마아빠랑 행복하길. 아이에게 세상은 엄마아빠니까 엄마아빠도 행복하세요.,Lia3349,2022-08-26T09:09:13Z,20
애가넷인것치고 깔끔하게 해놓고사네요 집도 넓어보이진않는데,보통사람,2022-08-25T17:29:51Z,0
여자가   생긴대로  놀아   실랑한대  좀잘해,영희정,2022-08-23T14:15:54Z,1
"다른 클립 보니 엄마가 진석이에게 고맙다, 든든하다고 이야기하던데 아직 정신 못 차려도 한참 못차린거죠.  내가 졌어야 할 짐을 네가 같이 지게 해서, 그리고 새아빠한테 듣지 않아도 될 말들(네 엄마 닮아서 그러냐는 둥) 듣게 해서 미안하다, 그러지 않아도 된다라고 사과를 했어야 해요. 철이라는 건 비가역적인 겁니다. 한 번 어른이 된 아이는 그걸로 끝이에요. 엄마는 본인이  진석이의 아이다움을 앗아간 사람이라는 걸 평생 기억하고 사랑으로 갚아나가야 할 겁니다.",Ye Zi,2022-08-22T18:04:02Z,43
애는 누규닮은겨. 참 의젓하고 예쁜데..ㅠ,별랑이,2022-08-22T16:37:35Z,1
원래 사람이 생긴게 이상하면 지능이나 인성에 문제있는 경우 많음,ᅲ.ᅲᅳ.ᅳ,2022-08-22T02:28:25Z,8
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ팩폭 개오지네욬ㅋㅋㅋㅋ,구름,2022-08-31T09:26:59Z,0
ㅠㅠ... 가만히 있던 저를 왜 때리세요,최초록,2022-08-27T04:08:41Z,1
엄마가 아이에게 의지하지 마시고 아이가 엄마를 의지해야죠~~ 아직 초등학생 아이한테 뭘 그리 바라나요~~?,있는그대로,2022-08-21T17:41:20Z,5
진짜 고딩엄빠 출연자 통틀어서 이게 젤 심한거같음 충격받음,o _o,2022-08-21T17:34:17Z,13
저런 아이들이 나중에 확 돌아서요. 애미가 시원치않은거 알아요. 경험입니다.,lemontree,2022-08-21T12:39:00Z,7
이런프로그램 폐지를 원합니다 임신하고 임신을 몰랐다니 행위를하고 몰랐다는게 말이되나요,유ᄒᄉ,2022-08-21T11:10:47Z,10
진짜 진석이 보니 안쓰럽고 쨘하다.<br>저 아이가 상처없이 어른이 될수 있을까?<br>아이보다 부모들이 더 철 없다.,허정희,2022-08-21T10:04:33Z,2
결코웃을일이아닌듯,Wha Jeon,2022-08-21T06:14:03Z,4
큰아이가안쓰럽네요,Wha Jeon,2022-08-21T06:11:48Z,5
애랑 부모랑 바뀐 것 같은 느낌은 저만 그러나요..??,일이구,2022-08-21T04:19:17Z,3
나도 아기 가지고 싶다,여러가지 쇼츠 영상 올리는 채널,2022-08-20T23:49:56Z,0
이건 아동학대다. 진석이 상처가 크겠다. 부모가 철이없으니 애가 저렇게 고생하네. 아이가 밝게 자라야할텐데 우울해 보인다. 그리고 아무리 철이 없어도 애들앞에서 치구박구 싸우지 좀 마라.,SB,2022-08-20T17:48:41Z,36
가난한 사람은 1차적 욕구에 충실하다는게 이런거구나,목소리자료,2022-08-20T17:39:37Z,49
"희한하게 미혼모가 혼다서 애키우는것보다, 부부 둘이서 같이 애 키우는데도 막장인 사례가 많이 나오네..<br>차라리 혼자서라도 똑부러지게 키우면 괜찮은데..둘다 멍청하면 소용이 없구나",maybe,2022-08-20T17:13:44Z,23
첫째 옆에 힐끗 보네 대본티 너무남..,jane,2022-08-20T15:37:08Z,0
애는 더 낳지말고.... 애기들과 행복하게 살아요 그래도 응원 할게요... 욕먹어서 내가 다 속상하네 ㅠ,홍요미,2022-08-20T12:51:22Z,14
이걸 방송이라고 패널들 돈받고 방송하고 있냐????,Sonam Kim,2022-08-20T12:43:32Z,7
와 중2 ㅋㅋㅋㅋ,요니킴,2022-08-20T09:01:15Z,0
