comment,author,date,num_likes
"고딩엄빠 시즌1 정주행👉 <a href=""https://youtu.be/ieUs3pvon1Q"">https://youtu.be/ieUs3pvon1Q</a>",고딩엄빠,2022-10-26T05:57:57Z,8
연애는하셔도애는이제그만낳으셔도될것같애요,여우주연,2022-12-07T04:43:34Z,0
진심 피임해야한다.보다보니 답답 ㅜㅜ 하.,지민이가최고야,2022-12-04T02:19:41Z,0
ㅉㅉㅉㅉㅉ 이소리밖에 안나옴 ㅉㅉㅉㅉ<br>알고보니 친정엄마도 20살에 애낳음..<br>딸이 15살에 임신했는데 이해한다는 게 상식적임~~~???,고길동,2022-11-27T10:28:04Z,1
하~~중.고등학생 ㅣ 임신이라니 ㅠ.,수지니,2022-11-25T01:05:20Z,0
키워놨더니 부모가슴에 대못 박고 즈그 인생 즈그가 꼰 노답인생들 확실히 자극적이라 시청률은 제대로 나오겠네 막장드라마보다 자극적이니까 원,ᅳᅳᅳ,2022-11-23T14:49:13Z,0
내용끝까지 안봐도 알겠다<br>여자는 호구고 세번째남잔<br>쉬워보여서 접근 아닐까요,마이더스,2022-11-23T14:02:39Z,0
이게... 뭐지? ;;;,프로게이머,2022-11-23T11:43:46Z,0
여기   신인   연기자  등용문이네   .  좋네 <br>신선하고,c희철,2022-11-21T05:16:47Z,0
피임먼저 했이야지 믿을수 없는 남자애를 왜갖어서,소심이,2022-11-19T14:10:45Z,0
저 언니라는년이 어린 중학생 인생을 나락으로 한방에  보내버리네.,you can,2022-11-17T14:22:21Z,4
저 사탕은 담배를 표현한건가?ㅋㅋㅋ 쌩뚱맞다.,newsum,2022-11-14T05:58:17Z,2
학교에서 성교육 안 하나?,김민우,2022-11-13T09:07:53Z,2
네웹 소녀재판 강효민 있는데 내 남친♥,다람🐿,2022-11-12T14:59:08Z,0
진짜 실화에요?,kim jennie,2022-11-12T12:45:55Z,1
요즘은 학교에서 실용적인 성교육 하지 않나요~~??<br>왜 피임의 중요성을 모르는지~!~여러인생 힘들어지네요ㅜㅜ,상현 임,2022-11-12T10:28:35Z,1
애 병원에 입원했을때 만난건 뭐지?,낫띵,2022-11-11T05:38:44Z,0
😊😚😊😚😊😚😊😚😊😊😊😚😊😚😊😊😊😊😋😋😍😍,오영자 오,2022-11-08T12:17:05Z,0
대가리 피ㅡ도안마른것이  저게 미친년이지,무학산,2022-11-08T11:28:27Z,0
덜덜,최학수,2022-11-06T05:45:28Z,0
이게 진짜 실화라고..?,예린,2022-11-05T07:40:38Z,0
"<a href=""https://www.youtube.com/watch?v=RIgoj0ATbDw&amp;t=22m05s"">22:05</a> 아이코 지퍼열렷,,",ㅇㅇ,2022-11-04T16:40:04Z,3
여자애가 정신이 아니네 .<br>첫째 낳았으면 정신좀 차리지 애휴,독왔,2022-11-04T07:52:25Z,1
남자 잘생겼다 ㅋㅋㅋ,현지,2022-10-31T07:22:54Z,1
잼인가? 그게 뭔상괸임 지금 문제가 심각한줄 모르나?,goggwaeng2,2022-11-02T01:39:21Z,1
남자분은 마치 현승원 닮으심 ㅋ.,9타강사,2022-10-25T13:08:51Z,1
이게 뭐하는 거야???고딩엄빠 프로의 취지는 뭘까…..,Anne Ki,2022-10-23T09:42:46Z,1
피임 보자 생명존중 절제하는것을 먼저 가르쳐야하지않을까,뿌따TV,2022-10-21T10:17:43Z,0
꼴리네,겨울,2022-10-20T22:22:39Z,2
인생 난이도 높인다는게 무엇인지 체험하고 갑니다,루미,2022-10-20T02:40:33Z,4
16 살인데 임신이 가능한가요??? ㄷㄷㄷ 전 19살에 초경했는데 <br>성조숙증이 이래서 문제,Crea,2022-10-19T17:36:50Z,2
