"comment","author","date","num_likes"
"의붓동생과 4살 딸을 책임지는 고딩엄마의 하루!👉<a href=""https://youtu.be/smq97ezVNOE"">https://youtu.be/smq97ezVNOE</a>","고딩엄빠","2022-11-23T04:42:12Z","38"
"아이들전부고생 시키고  참대책이  없네요","가을사랑","2022-11-25T22:40:27Z","1"
"방송봤는데 남편 일터 추천으로 건강만 양호하시면 평택 고덕  삼성반도체 현장 추천드려요.  경력없고 기술없어도 조공으로해도   평균  500만원이상 벌수 있어요.<br>의지만 있으시다면 생활에 좀 도움이될듯해서  남겨봅니다.","90년생","2022-11-24T05:26:09Z","6"
"스튜디오에서 촬영할때 성인 교복은 왜 입히나요? 특별히 성인 여성을 청소년 취급 해야하는 이유가 있나요? 제작진들 취지가 뭔지 궁금해요.","peaceandlove","2022-11-23T14:06:18Z","10"
"고딩엄빠에서 이 가족이 나온 프로가 제일 화가난다 ㅅㄲㅁ 남편39살 내년이면 마흔 뱃살이 너무 쪄서 직장 구하기는 어려울 거라 생각되는데 저 아이들을 어떻게  키울 거냐고요 큰애가 학원가고 싶다는데 돈이없어 못보낸다고 그러는데 개노답","원혜영","2022-12-08T09:16:48Z","0"
"맏이가 불쌍하다. 휴","안씨네","2022-12-08T06:15:28Z","0"
"가족들을위해서 아빠가 체중좀 줄이시고 건강 챙기셔야할듯~","2323 1","2022-12-07T17:02:56Z","1"
"지난번에 애가 다섯인데 이혼하고 남편이 애들 책임  안 져서 엄마 혼자 힘들어하는거 봤어요.<br>부디 이제 애는 그만 낳고 둘이서 건강하게 끝까지 책임지고 잘 키웠으면 좋겠네요","웃음꽃","2022-12-04T11:58:33Z","2"
"하나도 안부럽다. 저게뭐래","정이","2022-12-04T08:09:45Z","0"
"저번에 나온 카니발허세 중고살이 닭발남편 보단 나은데 부인이 너무 고생하셨다","Richard Han","2022-12-01T20:08:20Z","0"
"애비가 참..","스마일","2022-12-01T08:13:56Z","0"
"응원하쟈 그냥,..<br>나중에 애애 거리다가 안낳고<br>저 아이들이 이 나라 지켜주는건데<br>그때 그런 이기적인 사람들은 혜택<br>다 받으려고 할껀데 그때는 혜택<br>받지 말았음 좋겠네<br>저런 가정 도움 많이 받고<br>아이들도 건강하게 자라기를!!","윤연화","2022-12-01T04:51:47Z","4"
"애국자네요~~~<br>힘들겠지만<br>잘키우세요<br>좋은날이올겁니다...","군정","2022-11-30T23:52:47Z","4"
"패널들 웃음이 나오냐? 당신들 딸이라면 그렇게 웃을 수 있냐고요!<br>그리고 5명이로는거 다 알면서 ..이런프로 폐지시켜야만함..","영웅","2022-11-30T10:46:01Z","0"
"남편분 진심 살빼면 이민호다 제발 가족을 위해서 살빼주면 좋겠다","보니다니","2022-11-30T09:54:39Z","0"
"와우 이거는 국가가 책임지고 뒷바라지 해주길 요즘 잘난 인간들 애 안나겄다고들하는데 오둥이 가족 너무 이쁘네요. 애국자네요.  아빠엄마 제발 건강하시고 국가가 지원해주세요. 이상한 눈길은 절대 금물 웃지마시고 방송도 오바하니 밉다","Eva Kim","2022-11-30T07:39:03Z","0"
"아아니이이~~~ 셋맘인데.. 다섯이나 낳고 몸이 괜찮은거 맞아요?? 수술 꼭 하세요..... 제발.. 5아이들 잘 키우셔야죠","란짱","2022-11-30T01:28:10Z","0"
"가족모두 건강하시고 행복하셨음 좋겠어요~첫째아들너무잘생겼어요~","유인정","2022-11-30T00:43:21Z","4"
"살좀 빼 !!!!!!!!","Iee 쎄라","2022-11-29T23:43:27Z","0"
"또낳고싶대며<br>이애기엄마는 대책이없다<br>나쁘다는게아니고<br>여유가대면 열은못나나<br>다섯명이나 잘키우래는거지 생긴대로나면 감당을할수있냐이거지<br>장남하고 둘째가 안타갑다<br>낳기만하고 애기는애들이<br>보고 다섯이면 충분하다<br>학원이나보내라<br>장남이 학원가고 싶대잔아<br>피임해  몰또나","박영희","2022-11-29T15:43:26Z","0"
"엄마 너무 이쁘고 여리여리하신데…. 이제 좀 지켜주세요 좀 ㅠㅠ","Ja Eun Lee","2022-11-29T12:44:11Z","0"
"아이들도 댓글보니까  .. 방송공개가 더 상처안되게 자중해주시고 이쁜아이들 응원해주세요","조소희","2022-11-29T11:11:46Z","1"
"남편한테 삶의 무게가 엄청나게 느껴집니다.","이성운","2022-11-29T08:15:05Z","1"
"아이고또낳으려고미쳤네돈은잘버는지애기아빠가계을려서애엄마정신차려","둥","2022-11-29T06:49:32Z","0"
"아이는그만낳으라골병들라","둥","2022-11-29T06:45:26Z","0"
"애들이 착하고 총명해서 진짜 다행인데 애들 제대로된 교육은.. 시켜야지 ㅠㅠ 애가 학원가고싶다는데 학원비없어서 못보내주면 남편이라도 정신차려 뭐라도 해야하는거 아님..? 백수..ㅅㅂ 노답","ᄋᄋ","2022-11-29T05:34:23Z","3"
"아마 태권도학원도 나라지원받을수잇을텐데요 임대아파트살고계신거보면요","예은 김","2022-11-28T12:00:47Z","0"
"아빠<br>건강생각해서<br>꼭<br>다이어트는 하셔야<br>될것같습니다<br><br>아이들이<br>저리 어린데<br>앞으로 가야할 길이<br>먼데<br>5명자녀<br>키우려면 ~~~<br>염려스럽네요","吳수민","2022-11-28T10:10:51Z","1"
"아<br>이건 진짜 아닙니다<br>애가 임신기간이 왜 궁금하겟어요<br>애가 애를 보고있네요 ㅡㅡ","지현 성","2022-11-28T06:16:47Z","1"
"그래도 아이들 너무 이쁘네요 앞으로 행복하게 꽃길만 걸으시길 바랍니다^^ 애둘이 너무 밝고 이쁨 ㅎㅎ","김총총","2022-11-28T05:10:58Z","3"
"나라에서 전폭 지원  해 주시길~<br>행복하셔요♡♡","홍준서","2022-11-28T04:44:05Z","0"
"아빠 운동해야되요<br>애기들 생각해서라도<br>관리 꼭하셔야되요!!","최석규","2022-11-28T03:09:38Z","2"
