comment,author,date,num_likes
"고딩엄빠 시즌1 정주행👉 <a href=""https://youtu.be/ieUs3pvon1Q"">https://youtu.be/ieUs3pvon1Q</a>",고딩엄빠,2022-10-26T05:24:12Z,4
임신했을 때  몸과 마음이 편해야했는데....<br>안타깝지만 늦지않았으니 힘내세요.,진1나0,2022-11-29T10:32:17Z,0
에고..엄마가 어쩜 소리내지도 못하고 <br>우는것도 저렇게 아프게 우는지..ㅠㅠ,정유정,2022-11-28T05:37:43Z,0
가연씨는 어린나이인데도 참 침착하고 생각이 깊고 심사숙고한 언행이 마음이 가네요.<br>예빈이가 쾌활하고 활달해서 치료와 교육 받으면서 좋은 결과 나오리라 믿어요. <br>엄마의 간절한 기도는 신의 기적의 손을 끌어 내린답니다. <br>아름답고 사랑스런 예빈이네를 축복합니다.,kim gloria,2022-11-23T04:56:29Z,2
머리스타일 바꾸자,김소연,2022-11-20T15:37:45Z,0
제가 원래 고딩엄빠보면 <br>ㅉㅉ거리는데 이분레알 찐이네 진짜 친구되주고싶고 도와주고싶고 사나이 눈물나게한 분이십니다 응원합니다<br>홧팅홧팅홧팅,수수료,2022-11-13T22:17:26Z,1
홀로 외로운싸움 하고있던 가연이 마음이 얼마나 힘들었을지 상상도 안되 감히 뭐라 말해주기 어렵지만 지금까지 너무 잘해왔고 대견하다고 말해주고싶네요! 가연이 예빈이 화이팅!,미나호잇,2022-11-13T10:19:51Z,1
지독하게 악랄한 방송인데 재미있어서 보게 됨... exploitation of the poor and the unfortunate...,Qaz Plm,2022-11-09T05:17:58Z,0
여러분 저는 말을 5살에 했는데 괜찮나요?,비비꼬TV,2022-11-08T12:46:30Z,0
자폐아를 키우고 있습니다. 예빈이는 어리기 때문에 자폐성향이 살짝 있긴 하지만 자폐는 절대 아닌거 같으니 걱정하지 마시고 잘 키우세요. 힘내세요,김지선,2022-11-07T02:51:33Z,0
"가연님편 본편 첨부터 시청한 시청자이자 지금현재 가연님만한 친여동생이 있는 오빠 입장에서 가연님을 위한 당부의 글을 올립니다<br>가연님 아이엄마는 그 어느 누구보다 행복해야하며 강합니다 옛말에 여자는 약하나 엄마는 강하다는 말이 있어요 대한민국에 모든 사람들이라고는 못하지만 그래도 적지 않은 사람들이 한목소리로 가연님 잘못 아니구 가연님 탓 아니래요 그리고 예빈이두 자폐증상 있는것이 안좋은 상황을 겪다보니 그리된 것이지 절때 가연님 때문에 그리된것 아니니 가연님 스스로를 탓하거나 자책할거없어요 시월드란 개족속들이 쌍욕 쳐드셔야할 양반들이며 그냥반들은  개녕개조를 좀받아 마땅한 냥반들이에여<br>가연님이 예빈이를 사랑으로 키우기 위해선 가연님이 먼저 당당하고 떳떳하고 패기넘치고 당찬 엄마로 서야 예빈이가 그런 엄마의 영향을 받아 사랑이 넘치는 아이로 자라게되며 자폐증상도 경증이기에 치료 따로 안받아두 될거에여 <br>예빈이를 사랑이 넘치는 아이,부족함 없는 아이,남부럽지 않는 그런 아이로 키우기위해선 가장 먼저 엄마인 가연님 자존감 회복이 우선이니 <br>주눅들지 마시고 엄마의 당당함과 젊음의 패기로 예빈이두 예쁘게 키워나기시길 바래요~~~^^",순호 홍,2022-11-02T00:55:50Z,0
예빈이 엄마 애기는 하는거 보면 자폐 아니예요 약간 언어지연이 있기는 하지만 잘 케어하면 나중에 다 따라잡을수 있어 보여요 희망 잃지마시고 용기를 가지세요 화이팅,SEUNGBAE OH,2022-10-26T01:49:07Z,0
결혼지옥12회  에서 발달장애검사받으러가는데 <br>거기에서는 발달장애라고 하셨는데 오영은박사님은  발달장애가 아니고 엄마의무기능행동때문에 그런다고 했어요 의사가아닌이상은 이론적으로보지마세요 아닐수도있으니깐,조은실,2022-10-25T17:28:35Z,0
"가연씨, 예빈이 모두 행복하길 바래요. 가연씨의 용기가 너무 멋집니다. 늘 마음으로나마 응원할께요.",욤뇸뇸,2022-10-25T12:07:19Z,0
전형적인 자폐증상을 갖고 있네요.,국어선생님,2022-10-22T15:04:39Z,0
님이 자페증 잘아시고 그런말씀하시는지?,조은실,2022-10-25T17:13:54Z,0
가연씨의 무기력함은 출산이후 대부분의 엄마가 겪는 우울함입니다. 가연씨만의 모습이 아니예요. 더구나 홀로 모든걸 책임진다는게 얼마나 힘들까요. 예빈이는 가연씨가 있기에 절대 잘못될리가 없을거예요. 그간 고딩엄빠의 자극적 내용들로 방영 취지를 전혀 이해못했는데 가연씨를 보며 이 프로의 사회적 영향과 긍정적 변화를 기대해봅니다.,이혜연,2022-10-22T10:50:57Z,12
근데 가연님 주변에 부모님이나 친척 도움받을 만한 분 없나요?,손흥민지수,2022-10-22T10:10:50Z,0
직장생활 23년 43살 6학년 아들하나 둔엄마에요.아이아빠는   올초 일땜시 지방에가있어 어려움이 있는데 이런 저도 번아웃상태가와서 힘든모습 우울한모습 우는모습 짜증도많이냈어요. 어린 가연씨는 얼마나 힘이 들까요?엄마도 누군가 관심을 받고 보살핌을받아야하는데 가연씨 잘 하고있으니 힘내시길 바랄께요~,ej j,2022-10-22T08:42:53Z,0
진짜아이를 키우려면 피눈물이 납니다 ㅜㅜ 응원합니다 커나가는 우리아이들 성가치관 성교육부터 원천적인 교육이 절실히 필요한 때입니다  응원합니다,벛꽃,2022-10-22T05:29:43Z,0
조금 늦을뿐 걱정마요 애기엄마~<br>못알아들어도 계속 말걸어주세요..,김민영,2022-10-21T14:25:02Z,0
나이를 떠나서 너무 대단한엄마예요<br>더못한사람들도  더더많아요,오늘그리고내일,2022-10-21T14:09:05Z,0
엄마가 에너지가없다고했자나요?<br>엄마 에너지를 높히려면어떻게해야하는건가요? <br>저도 저런검사했을때  들은거같은데 그냥그렇구나하고 넘어갔는데,슈퍼마녀,2022-10-21T03:59:26Z,0
예빈이랑 엄마 모두 잘될꺼에요  화이팅~~사는곳이 어딘지 도움주고 싶네요~~^^,giants_LL,2022-10-21T01:18:04Z,1
가연아너무예쁘다💜,구승모,2022-10-20T12:10:10Z,0
이런분들 국가서 적극적지원해줬음 좋겠다 ..출산률 개떡같은데  다들안낳는다고들 난리인데,최영지,2022-10-20T01:32:46Z,0
마자요 저건 못하고 있다는게 아니라 몰랐으니 알려주는거예요 ㅠㅠ 앞으로 잘하면 되는거죠 ^^ 항상 앞으로가 중요한거예여 크게 성공 못해도 행복해요 그럴수 있어여 ^^,얼렁뚱,2022-10-19T13:33:43Z,0
혼자 키우느라 너무 힘드시겠지만 집에서 티비 덜 보고 대화를 마주보고 진짜 많이 해야 되도라구요 저때 엄마랑 주고 받는 대화량이 너무 중요하더라구여 너무 좋은분인거 같아요 힘내고 계셔서 너무 보기 좋아보여요 할수 있어요 ^^,얼렁뚱,2022-10-19T13:26:51Z,1
저희딸 32갤 4살에 엄마아빠언니 밖에 못했었는제 지금 45갤 4살 몇개월사이에 같이 개입해주고 같이 단어연습하고~ 언어 확장하면서 일상생활에서 볼수있는것부터 차근차근 문장 확장시키면서~~ 입모양 보여주며 확실하게 얘기하는것도 하다보니 언어가 올라왓습니다!!! ㅠㅠㅠ  가연씨 너무 안아주고싶네요ㅠㅠ 힘내봅시다!!! ㅠㅠ<br>응원해요ㅠㅠ💛,도댜니딸셋마미,2022-10-19T05:58:36Z,2
자폐 아닌 거 같은데요. 아이가 주변 반응 살피는 거 봐서는..말 배우는 단계에서 반향어는 자연스러운 거에요. 또래보다 늦다보니그게 크게 느껴지는 거죠. 단순발달 지연이면 베스트인데 지능 문제면 꾸준히 노력해야죠. 특수교육 대상자 신청하면 치료비 15만원 정도 나올거에요.이거로라도 일주일에 한번 치료하세요. 엄마부터 우울증 치료하시고요. 하시고 계시겠죠?,조찡구,2022-10-19T04:59:19Z,0
ㄷ ㄷㄷ,왼발의요술사,2022-10-18T23:27:42Z,0
전혀 자폐아이 같지 않은데 …  자폐 아이들 보면 말투와 입근육 쓰는게 정상 아이랑 다르더라구요 지금 아이는 정상 같아 보이는데 <br>제가 볼땐 지금 나오는 선생님 말씀 처름 외부 자극이 안되어져서 보이는 행동 같네요<br> 아직 4살이 안되어서 그러는거 같아요 <br>너무 걱정 하지마시고 힘내세요! 혼자서 아이를 키우는 게 쉽지 않을텐데 너무 대견하네요 <br>보는 내내 대단한 일을 혼자 해내는 엄마보고 제가다 부끄러워 졌어요  아이가 크면 좋은 친구이자 가족 울타리가 될거예요~~~,M K,2022-10-18T21:38:03Z,1
가연씨 사는곳이 어딘지<br>가까이 산다면 만나서 함께 <br>해주고 싶네요~~<br>어린데도 정말 잘하고 있어요.<br>손자가 셋 인 할머니인데 마음이 너무 아프네요. 칭찬해요. <br>세미 캠핑카로 여행도 함께 하고 싶은데.어떻게 연락을 해야할지 ~~,J아시나요,2022-10-18T09:32:41Z,1
