comment,author,date,num_likes
"고딩엄빠 시즌1 정주행👉 <a href=""https://youtu.be/ieUs3pvon1Q"">https://youtu.be/ieUs3pvon1Q</a>",고딩엄빠,2022-10-26T05:22:40Z,2
남편. 아이아빠에게 의지하지 않아도 충분히 혼자서도 잘 키울수 있습니다 꿋꿋이 노력해보세요 저도 아이 임신중에 남편을 교통사고로 사별후 7년넘게 혼자 키우는데 부족함없이 잘 지냅니다 아이도 아빠 찾지도 않습니다ㅎ,암환자 엄마라서 미안해♡,2022-11-28T10:51:30Z,0
솔직히 아빠 필요없다.. ㅜㅜ,햇빛투게더,2022-11-24T18:36:24Z,0
딸가.진엄마시집가지마세요제발,줌줌,2022-11-22T10:34:58Z,0
돕고싶어요,Su,2022-11-21T16:17:38Z,0
19살에 임신이라니 안타깝다...ㅠㅠ,경이로운 somun♥︎,2022-11-21T08:27:22Z,0
울지마요가연님. 애기보면서다른부부쳐다보는모습 마음이아프네요.반드시 좋은때활짝웃는날은 옵니다.가연님 화이팅입니다.,ym k,2022-11-20T14:59:45Z,2
남편이라는 족속들  있으나마나한 ㅈ같은것들임<br>힘내세요,qs w,2022-11-19T04:04:08Z,1
이분 인스타나 메일주소있나요?<br>도움이되고싶은데,두루두와우,2022-11-17T19:30:08Z,1
부럽다ㅜㅜ 나도 빨리 결혼하고 싶다....,っっっ,2022-11-16T22:58:02Z,0
이게맞는거냐,최선린,2022-11-14T19:48:57Z,0
정부는 저런사람들에게 도움을 줘라.출산에 힘을보탯는데 쓸데없는데 세금 낭비하지말고,이영일,2022-11-07T15:50:19Z,0
Junk food....ㅠ,Jungun Lee,2022-11-06T00:45:42Z,0
티비 보고 가슴이 스린다,정효순,2022-11-04T05:58:52Z,0
울고 있는 모슴 어느<br>누구한테 의지 할곳없는게<br>얼마나 슬프고 외롭겠나,정효순,2022-11-04T06:00:55Z,0
기특하고 대단하다 조금만 버티면 빛이 있고 행복으로 가득찰 집이다,김세은,2022-11-01T17:13:28Z,0
너무 마음아픈데 혼자서 씩씩하게 잘키우는 모습보니 존경스럽다,뚜비두밥,2022-10-30T18:39:58Z,1
발달이 좀 느리면 어떠냐 <br>금쪽이 한번씩보면 욕하고 신경질적이고 통제 안되는애들 천지다.<br>엄마말잘듣고 착하게만 커라 예빈아...,TV Bomber,2022-10-29T05:59:03Z,1
고딩엄마 팬인데 너무안타깝네요. 왜 피임을 안하는지 약국에 피임약 만원에 한달 먹을수있는데. 약은 콩알만하고 하루에 한번만 먹으면 되는데,Aa88 Jang,2022-10-27T11:47:26Z,0
입양 이나 위탁부모 혜택은 엄청많은데 한부모가정은 없는이유는<br>여전히 고아수출국 이라는 오명을 못벗는 이유가 아닐까요,곰돌,2022-10-24T17:42:17Z,2
응원합니다 당신은 멋진 엄마입니다!!!,anjella,2022-10-24T12:29:35Z,1
자극적인 소재만 찾는 방송국의 좋은 예. 부끄러운줄 알아야지.,강백약,2022-10-22T22:46:00Z,0
좋은 엄마 가연님^^ 사랑스런 딸과 행복한 삶 사세요~ 진심으로 축복합니다♡,tree lee,2022-10-22T17:39:04Z,0
동정보다 당당하게 키울 수 있는 환경이 만들어지기를,사라유,2022-10-22T03:28:46Z,3
평생 싸움가득한 가정에서 자랐던 사람입니다. 남보다 못한 가족때문에 고통속에서 자라기 보단 정서적으로 평온하게 자라는게 더 중요하다 생각해요.,Jinnn,2022-10-21T18:28:31Z,3
어쩜 옆에 어무도 없을까  힘내세요,멜론,2022-10-21T17:23:49Z,0
사람아닌것들 발도붙이지마세요,오늘그리고내일,2022-10-21T13:59:00Z,0
방송보고<br>울컥햇네요..아이까지 아프니 엄마맘이 무너지죠 ㅜ엎드려울때 참가슴아팟네요 힘내요 혼자정말 열심히 이쁘게잘키웟어요,정연결,2022-10-21T12:56:28Z,1
엄마가 넘 차분하고 안정감 있어서 좋아보여요~~전 애어릴때 저렇게하지 못했는데ㅜㅜ똑부러지네요 정말,Mia kim,2022-10-21T11:09:21Z,0
브금 좀 깔아주세요 너무 조용해서 무안할 지경..,예영,2022-10-21T09:41:36Z,0
이런 프로가 많아야 애낳고 키우는게 얼마나 힘든건지 알릴수있음,스누,2022-10-21T06:00:50Z,2
