comment,author,date,num_likes
"고딩엄빠 시즌1 정주행👉 <a href=""https://youtu.be/ieUs3pvon1Q"">https://youtu.be/ieUs3pvon1Q</a>",고딩엄빠,2022-10-26T05:24:37Z,2
친구분이 24살 아닌거같아요,이름없음,2022-12-01T04:05:19Z,0
근데 교복입고 출연하던데 방송국의 욕심은 아닌건지 일상복입고 출연하면 좋을거 같아요 성교육은 초중고 정말 철저하게 해야됩니다 피임법만 가르칠게아닌 현실적인 문제들을 인지시켜 줘야하고 한부모가정등등 특수한환경으로 이어지는 아동의결핍도 리얼하게 교육해줘야 10대 성관계에대해 올바른 선택을 할거 같아요<br>출산후 베이비박스도 선택하는 경우도 교육되어야...한생명이 태어나고 성장하고 사회로 나오는점 그래서 임신과 출산 가족계획 교육은 초중고에 확실하게 해주어야..,모나미,2022-11-24T17:56:24Z,0
한 생명을 끝까지 책임진 가연씨에게 박수와 응원을 보냅니다. 법적으로 반드시 도움을 받으시면 좋겠네요. 가연씨도 예빈이도 행복하기를 기도합니다.,헬로,2022-11-23T09:35:37Z,0
배드파더스가 있을 때 양육비 미입금자들 신상공개하니 그때는 입금하다가 활동중단하자마자 바로 다 입금 안한다는거 듣고... 진짜,달토끼공주츠키,2022-11-21T15:12:14Z,0
돕고싶네요  김장이라도 하면 나눠주고싶네요  친정엄마처럼  반찬해주고싶네요,황은주,2022-11-04T06:09:55Z,1
가연씨 너무 순둥순둥해서 안타깝네요 나라면 변호사 찾아가서 법에 안 걸리고 어떻게든 보복할 방법을 찾아봤을텐데 남자는 지 과거 지우고 멀쩡히 대학다니며 생활한다 생각하면 억울할 듯요 법에 안 걸리면 남자가 다니는 학교나 직장 찾아가서 거기 사람들 앞에서 양육비 좀 달라고 사정하거나 남자가 회사다님 인사과쪽으로 양육비소송 서류 보낼 수 있나 알아봐요 글구 그 남자가 결혼한다고 하면 그 여친 알아내서 당한 일 알려주면 될듯요,Carpe diem,2022-11-04T05:40:54Z,1
저건 남자가 잘못이냐?! 아님 뭐냐?! 솔까 남자가 딴여자 생겨서 바람피고 가정파탄내서 끝내면 주는건데 반대로 여자가 가정파탄내고 의도적으로 남자한태 양육비만 뜯어먹으려고 한다면 양육비는 미지급이 된다,webpkm,2022-11-02T17:24:57Z,0
"똑부러진 성격이 너무 멋있어서 그런데 이 분 진지하게 만나보고싶네요ㅜㅜ<br>혹시 인스타 아이디나 다른 SNS계정 아시는 분 계실까요??!!",초코촉,2022-10-31T08:49:02Z,0
그럼에도 불구하고 미지급하는 나쁜눔들이 너무 많다 ㅠㅠㅠ😭😭 너무 슬프다 ㅠㅠ,찐찌나,2022-10-27T19:09:01Z,0
